MlsNumber,PublicRemarks,Bathrooms,Bedrooms,InteriorSize,Type,Ammenities,Address,Longitude,Latitude,PostalCode,NeighbourHood,Price,PropertyType,ParkingSpace,OwnershipType,Appliances,FlooringType,BasementType,HeatingType,LandSize,AmmenitiesNearBy,PropertyTax,ZoningDescription,LowResPhoto
"C5151557","Renovated Modern 928 Square Feet, One Bedroom Plus Solarium (Sliding Doors Have Been Removed) Unit With New Kitchen, Laminate Plank Flooring, Upgraded Light Fixtures, Stainless Steel Appliances, Close To Hwy 401, Walking Distance To Avenue Road And Many Amenities. Prime Living Location, This Type Of Unit Is Rarely Made Available For Sale, Don't Miss This One!**** EXTRAS **** Smooth Ceiling And Cornice Mouldings In Main Living Areas. Ensuite Laundry, Upgraded Light Fixtures, Fridge, Stove, Built-In Dishwasher, Existing Window Coverings, New Stacked Washer And Dryer. (Hwt Is A Rental) (28080902)","2","1 + 1",,"Apartment","Security/Concierge, Party Room, Exercise Centre","#1201 -265 RIDLEY BLVD|Toronto, Ontario M5M4N8","-79.424806","43.739417","M5M4N8","Bedford Park-Nortown","$499,999 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Public Transit","$2,250.90",,"https://cdn.realtor.ca/listing/TS637514347615770000/reb82/highres/7/c5151557_1.jpg"
"C5151735","This Beautiful 1 Bedroom+Den South Facing Unit Is Located In A Prime Area! Stunning Unobstructed City And Lake Views From A Large And Spacious Balcony.  Open Concept Living Space. 9 Ft Ceilings! Den Can Be Used As An Office Or Second Bedroom! Walking Distance To Ikea, Shopping And Banks. 24 Hrs Conceirge. Easy Access To 401,404/Dvp. Walking Distance To Ttc; Leslie Subway Station.**** EXTRAS **** All Elf's. Fridge, Stove, Dishwasher, Microwave, Washer And Dryer. 1 Parking And 1 Locker (28081127)","1","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre","#2915 -29 SINGER CRT|Toronto, Ontario M2K1C2","-79.3686930102021","43.7697064371116","M2K1C2","Bayview Village","$589,900 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Hospital, Park, Public Transit, Schools","$2,021.01",,"https://cdn.realtor.ca/listing/TS637514347674800000/reb82/highres/5/c5151735_1.jpg"
"C5151442","Newly Renovated, Bright & Inviting 2 Bedroom, 2 Bathroom Condo With Unobstructed Panoramic Views.  Fully Updated Kitchen And Washrooms With Quartz Countertops. New Laminate Floor Throughout. Convenient Ensuite Laundry + Ensuite Storage Rm/Locker. Well Maintained Building And Premium Location.  Steps To Beautiful Parks, Schools, Ttc, Plazas, Shops. Maint. Fees Include All Utilities + Cable! Concierge.**** EXTRAS **** Newer Fridge, Stove(1Year), Dishwasher(New), Washer  &  Dreyer(2 Years), Microwave. All Window Coverings (New), All Elfs. Coin Car Wash On P2 Level. (28080751)","2","2",,"Apartment","Sauna, Security/Concierge, Exercise Centre, Recreation Centre","#1508 -100 ANTIBES DR|Toronto, Ontario M2R3N1","-79.4470506","43.7804828","M2R3N1","Westminster-Branson","$549,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Public Transit","$1,697.16",,"https://cdn.realtor.ca/listing/TS637514137917200000/reb82/highres/2/c5151442_1.jpg"
"C5150844","Luxury And Modern 1+1 With 2 Washrooms Unit Located At The Prestigious Emerald City Community, Great Layout, Den Can Be Used As 2nd Bedroom With Frosted Sliding Door, A Large Balcony 159Sf. Mins To Hwy 404/401, Don Mills Subway Station, Ttc, Fairview Mall, School, Community Centre, Supermarket And Restaurants**** EXTRAS **** All Existing Electrical Light Fixtures, Window Blinds, S/S Fridge, S/S Stove, B/I Dishwasher, B/I Microwave/Range Hood; Stacked W/ D (28077408)","2","1 + 1",,"Apartment","Party Room, Security/Concierge, Exercise Centre, Recreation Centre","#317 -50 FOREST MANOR RD|Toronto, Ontario M2J1M6","-79.3454116","43.7727155","M2J1M6","Henry Farm","$538,000 ","Single Family",,"Condominium/Strata",,,,"Forced air (Natural gas)",,"Hospital, Park, Public Transit, Schools","$1,835.09",,"https://cdn.realtor.ca/listing/TS637513057633200000/reb82/highres/4/c5150844_1.jpg"
"W5150477","Spacious & Bright Yorkdale Condo For Assignment! Occupancy In Summer 2021! Convenient Location! Steps From Yorkdale Mall With Access To Go Bus And Subway Line! 10 Minutes To York University & 30 Minutes To Downtown Toronto! Functional Open Concept Layout The """"Armani"""" Model + 1 Parking + 1 Locker & Large Balcony! Beautiful 1+1 Br Floor Plan! Minutes From Many Restaurants, Banks, Shops, Theater And Hwy 401/400/404/Dvp**** EXTRAS **** S/S Fridge, S/S Stove, Fan Hood, B/I Dishwasher, Washer & Dryer, One Parking, One Locker (28076221)","1","1 + 1",,"Apartment","Storage - Locker","#1209 -1 LEILA LANE|Toronto, Ontario M6A2M7","-79.4453955","43.7241008","M6A2M7","Yorkdale-Glen Park","$468,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Park, Public Transit, Schools","$0",,"https://cdn.realtor.ca/listing/TS637512407024070000/reb82/highres/7/w5150477_1.jpg"
"C5149498","Demanded North York Location * Building Direct Access To Subway * High Floor Corner Unit With South West View * Do Not Facing Hydro Towers * Fully Renovated With Functional Layout * Wide Plank Laminate & Ceramic Throughout * Excellent Recreation Facilities * Close To All Amenities * 24 Hours Concierge * Just Pack & Move-In**** EXTRAS **** Fridge, Stove, Built-In Dishwasher, Washer, Dryer, All Existing Electric Light Fixture, All Existing Blinds (28072983)","2","2 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Sauna, Exercise Centre","#1601 -7 BISHOP AVE|Toronto, Ontario M2M4J4","-79.4143853","43.7816907","M2M4J4","Newtonbrook East","$599,900 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$2,128.95",,"https://cdn.realtor.ca/listing/TS637511914271470000/reb82/highres/8/c5149498_1.jpg"
"C5149714","Luxury Menkes """"Ultima South Tower"""" 1 Bedroom + Den 1 Parking 1 Locker Condo With Direct Underground Access To Yonge Subway Line. Walking Distance To Dining, Shopping, North York Centre & Library. Lots Of Sunlight In Living, Master Bedroom. Custom Built-In Closet, Floating Shelves In Den Can Be Second Bedroom Or Work From Home Office. Amenities: 24-Hr Concierge, Indoor Pool, Sauna, Gym, Party/Meeting Room, Simulated Golf Room, Study Room & Library Area.**** EXTRAS **** Fridge, Stove, Microwave Hood Fan, B/I Dishwasher, Stacked Washer Dryer, All Elf's And All Window Coverings. Renovated (2018): Vanity With Polymarble Top, Kitchen With Quartz Countertop W/Under Mounted Double Sink, Faucet W/Spray (28073233)","1","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Sauna, Exercise Centre","#709 -4968 YONGE ST|Toronto, Ontario M2N7G9","-79.4125167","43.7654169","M2N7G9","Lansing-Westgate","$588,800 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$1,979.02",,"https://cdn.realtor.ca/listing/TS637511699345630000/reb82/highres/4/c5149714_1.jpg"
"C5149309","Move-In Ready! Great Location With Many Amenities! Ttc At Doorstep. Minutes Away From Schools, Childcare, Shopping, Dvp, 401 & Much More. Large Living Space With A Beautiful 50"""" Electric Fireplace Wall Mounted To A Brick Tile Backsplash Accent Wall. Brand New Fully Renovated Washroom. Brand New Light Fixtures & Newly Painted Throughout. 2 Generous Sized Bedrooms And A Large Storage/Utility Room. Lots Of Kitchen Storage Space. Condo Fees Include All Utilities!**** EXTRAS **** Stainless Steel Appliances, Built In Microwave, Modern Light Fixtures And Door Handles. Includes 1 Underground Parking & Locker! (28071022)","1","2",,"Apartment","Storage - Locker, Exercise Centre, Recreation Centre","#402 -5 VICORA LINKWAY|Toronto, Ontario M3C1A4","-79.3241549","43.7116245","M3C1A4","Flemingdon Park","$519,900 ","Single Family","1","Condominium/Strata",,,,"Baseboard heaters (Electric)",,"Park, Public Transit","$1,097.46",,"https://cdn.realtor.ca/listing/TS637511686594370000/reb82/highres/9/c5149309_1.jpg"
"C5148053","Pride Of Ownership! Immaculately Maintained 2 Bed,2 W/R Unit With En-Suite Laundry, Renovated Eat In Kitchen, En-Suite 2 Pc. In Master Bedroom, Large Balcony With Unobstructed South View Of To Skyline. High Demand Location For Easy Downtown Access Via Streetcar And Ltr In The Near Future. Close To All Amenities-Ttc Schools, Shopping (Eglinton Square) Parks, Subway & Dvp. Building Amenities Incl. Gym, Outdoor Pool, Party/Meeting Room, Sauna, Visitor Parking.**** EXTRAS **** This Unit Shows Immaculately: Kitchen & Bathrooms Recently Renovated. Extras: All Existing Appliances (Fridge, Stove,Washer, Dryer) (28066089)","2","2",,"Apartment",,"Address not available","-79.3017487","43.7190266","M4A2S2","Victoria Village","$550,000 ","Single Family","1","Condominium/Strata",,,,"Baseboard heaters (Natural gas)",,,"$1,199",,"https://cdn.realtor.ca/listing/TS637511576173030000/reb82/highres/3/c5148053_1.jpg"
"C5145637","Welcome To This Rarely Available Exceptionally Bright Penthouse Featuring Spacious Principal Rooms, Large Covered Balcony With Panoramic Views, Generous Foyer & Tons Of Storage. Great Opportunity To Own A Spacious , Popular Condo In A Vert Well Managed Building. Walking Distance To Ttc Right To Finch Subway, Shopping  And  Beautiful Trails At Antibes Park , Good Schools & Community Centres Of All Kind!**** EXTRAS **** Existing: Fridge, Stove, Rangehood, Dishwasher All Electrical Light Fixtures, Window Coverings, Elfs, Large Locker & Underground Parking (28056934)","2","2",,"Apartment","Storage - Locker","#PH 05 -115 ANTIBES DR|Toronto, Ontario M2R2Y9","-79.4465323","43.7797353","M2R2Y9","Westminster-Branson","$598,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Electric)",,"Hospital, Park, Public Transit, Schools","$1,841.10",,"https://cdn.realtor.ca/listing/TS637509971387870000/reb82/highres/7/c5145637_1.jpg"
"40077820","Welcome to Unit 2509 at 30 Heron's Hill way, The Legacy at Heron's Hill. As you step into this beautiful condo, you will immediately notice how much natural sunlight it offers. This unit provides 2 bedrooms, 2 bathrooms, and a den that is ideal for an office set up for those working from home. The open concept layout offers laminate flooring throughout the living space. The kitchen provides ample cabinet space and is finished off with granite countertops. The large master bedroom has a 3 pc ensuite with a walk-in shower, glass doors and granite vanity, and in-suite laundry. The second bedroom is on the opposite side of the unit and also a 4 pc bath with granite vanity. The unit is topped off with a large balcony that expands the entire width of the condo and has access from both bedrooms and the living room, where you can enjoy the summer breeze and stunning skyline view of downtown Toronto.  The Legacy also has excellent building amenities including 24 hr Concierge, pool, fitness center, games room, guest suites, and rooftop terrace.  A perfect location steps to the Don Mills Subway station, Fairview Mall, all the amenities you need, and access to HWY 404 and 401. Don't miss out on this unit, book your viewing today! (62985940)","2","2 + 0","838.5000","Apartment","Car Wash, Exercise Centre, Guest Suite, Party Room","30 HERONS HILL Way Unit# 2509|North York, Ontario M2J0A7","-79.33493769","43.77469173","M2J0A7",,"$599,900 ","Single Family","1","Condominium","Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer",,"None","Forced air, (Natural gas)","under 1/2 acre","Park, Public Transit, Schools, Shopping",,"RES","https://cdn.realtor.ca/listing/TS637517532353030000/reb20/highres/0/40077820_1.jpg"
"W5144362","Professionally Upgraded And Well-Kept 3 Bedroom 2 Bath Condo With Clear View.All Utilities Included In Maintenance Fees.2 Parking Spots That Can Hold 3 Cars Or Rented Out For 100$/Monthly Per Car.Ensuite Locker.Ac With Dual Independent Controls.Excellent Location:Future Finch West Lrt Tobermory Stop.Brand New Kitchen Including Cabinets,Quartz Countertop,New Square Dual Sink,Italian Floor,Backsplash,New Appliances.Tons Of Upgrades To Building,Amazing Amenities**** EXTRAS **** New Italian Floor At Entrance And Hallway,New Front Load Whirlpool Washing Machine With Dryer.Balcony With Painted Floor.New Aiden Luxury Carpet With Thick Padding.Benjamin Painted Walls And Roof.Close To 400,401,407,Yorkuni,Seneca,Yorkdale (28051634)","2","3",,"Apartment",,"#1207 -10 TOBERMORY DR|Toronto, Ontario M3N2Y5","-79.5088139","43.759855","M3N2Y5","Black Creek","$569,999 ","Single Family","2","Condominium/Strata",,,,"Radiant heat (Natural gas)",,,"$845.58",,"https://cdn.realtor.ca/listing/TS637520137919900000/reb82/highres/2/w5144362_1.jpg"
"C5143277","Podium. South Facing Sun Filled, 1 Bdrm + Den/Office. Open Concept. Overlooks Ravine.Located South Of The 401, Easy Access To Dvp. Ttc's Don Valley/Downtown Express Bus Stop @ Your Doorstep.Final Release With Attractive 5% Deposit!**** EXTRAS **** Custom Designed Gourmet Kitchen, Stone C-Top. S/S Appliances In Kitchen, Spa Like Baths,Washer & Dryer. Wide Plank Laminate Floors. Flr To Ceiling Low E Windows. 9'10'' Smooth Ceil. 2 Full Baths, Parking $45K, Locker $5K. (28046676)","2","1 + 1",,"Apartment","Security/Concierge, Party Room, Exercise Centre","#103 -1215 YORK MILLS RD|Toronto, Ontario M3A1Y4","-79.3320731","43.7591906","M3A1Y4","Parkwoods-Donalda","$593,900 ","Single Family",,"Condominium/Strata",,,,,,"Park, Public Transit","$0",,"https://cdn.realtor.ca/listing/TS637508964605370000/reb82/highres/7/c5143277_1.jpg"
"W5139880","7 On The Park Condos Is A New Condo Development By Ikore Developments Lts Currently Under Construction At Keele & Lawrence Ave. Anticipated Occupancy Late 2021 Or Early 2022.**** EXTRAS **** The Building Is Set Apart By Its Unique Architecture Which Features A Huge Stylized Number 7 Incorporated In The Facade Setting It Apart From Surrounding Structures. European Inspired Two Tone Kitchen Cabinets, 4 Quality Stainless Steel Kit (28032396)","2","2",,"Apartment","Party Room, Exercise Centre, Recreation Centre","#1605 -1461 LAWRENCE  AVE W|Toronto, Ontario","-79.4800701","43.7079475","","Maple Leaf","$559,900 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Park, Public Transit, Schools","$0",,"https://cdn.realtor.ca/listing/TS637505803060870000/reb82/highres/0/w5139880_1.jpg"
"C5136740","Once In A Lifetime Opportunity To Own A Rarely Offered 2Br, 2Bath Unit In A High Desired Condo.This Newly Renovated Corner Unit Offers You Breathtaking Views Of Multi Million Dollar Homes Bringing An Oasis In The City.This Bright And Spacious Condo Has Two Oversized Balconies,Brand New Engineered Flooring Throughout(2020),Custom Renovated Bathroom(2020) & Ensuite(2019) And Brand New High End S/S Appliances(2020). Don't Miss Out!**** EXTRAS **** Walking Distance To Hospital, Grocery Store, Restaurants And More. Condo Is Currently Rented For $2,300 Plus Hydro.Bell Gigabit Internet And Cable Included In Maintenance Fee. 1 Underground Parking.Dining Room & Kitchen Fixture Not Included (28021485)","2","2",,"Apartment","Exercise Centre","#301 -3555 BATHURST ST|Toronto, Ontario M6A2Y8","-79.4319228","43.7307312","M6A2Y8","Bedford Park-Nortown","$450,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Electric)",,"Hospital, Park, Public Transit, Schools","$1,181.41",,"https://cdn.realtor.ca/listing/TS637507936506100000/reb82/highres/0/c5136740_1.jpg"
"C5133209","Penthouse Suite, Ten Foot Ceilings! Rarely Offered Boutique Building; Rooftop Patio; Corner Of Glencairn And Bathurst, Walk To Synagogues; Shabbat Elevator; Large Master; Den Currently Office - Easily Could Be Second Bedroom! Ttc And Shops At Door Step; Insuite Laundry; Parking And Locker, Immaculately Maintained Building! (28006544)","2","1 + 1",,"Apartment","Storage - Locker, Party Room","#503 -500 GLENCAIRN AVE|Toronto, Ontario M6B1Z1","-79.4286751","43.7124565","M6B1Z1","Englemount-Lawrence","$550,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Park, Public Transit","$1,829.10",,"https://cdn.realtor.ca/listing/TS637502927845230000/reb82/highres/9/c5133209_1.jpg"
"C5131821","Spacious & Bright 2+1 Bedroom Corner Unit Apartment * Panoramic North West Views From Large Balcony * Open Concent Living/ Dining Rm W/W/O To Sunroom * Eat-In Kitchen W/ S/S Appl & Cabinets * Family Rm W/W/O To Balcony * Spacious Master Bedroom W/3Pc Bath & W/I Closet * 2nd Bedroom W/W/O To Sunroom & Closet * Sunroom Can Be Used As 3rd Bedroom * Close To Schools, Parks, Shopping, Transit & More!**** EXTRAS **** Include Existing: S/S Fridge; Stove; S/S Dishwasher; Washer & Dryer; All Light Fixtures; All Window Coverings * Visit Virtual Tour @ Www.1201Steeles1003.Ca (27999751)","2","2 + 1",,"Apartment","Party Room, Security/Concierge, Exercise Centre","#1003 -1201 STEELES AVE W|Toronto, Ontario M2R3K1","-79.4518289","43.7897291","M2R3K1","Westminster-Branson","$599,900 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Park, Public Transit","$1,667.56",,"https://cdn.realtor.ca/listing/TS637502063557770000/reb82/highres/1/c5131821_1.jpg"
"C5127234","Rarely Offered!! Awesome Investment & Rental Potential! Beautiful, Sun Drenched Upgraded Low Rise Boutique Co-Op. Incredible Price Per Sq Ft.Large Principal Rooms, Storage, Full Balcony, Quiet Building. Parking Available For Rent Outdoor $25. Close To Ttc, Subway, Schools, Shopping, Yorkdale & Hwy 401.  Updated Kitchen, Hardwood Flooring.**** EXTRAS **** Stainless Steel French Door Fridge, Stove. All Window Coverings And Elf's. Steps To Arena, Recreation Centre, Transit. Boutique Building. (27982784)","1","3",,"Apartment","Storage - Locker","#306 -59 NEPTUNE DR|Toronto, Ontario M6A1X2","-79.4368959","43.7319886","M6A1X2","Englemount-Lawrence","$549,900 ","Single Family","1","Shares in Co-operative",,,,"Hot water radiator heat (Natural gas)",,"Hospital, Park, Public Transit, Schools","$0",,"https://cdn.realtor.ca/listing/TS637498595232430000/reb82/highres/4/c5127234_1.jpg"
"C5127789","Gorgeous 3 Bedroom Condo In Toronto!  1150 Sq Ft Of Spacious Living.  Lovely Master Bedroom With 2 Pce Ensuite And W/I Closet, Eat In Galley Kitchen, Open Balcony. Ensuite Laundry, Laminate Floors, All-Inclusive Maintenance Fees Plus Cable! Amazing Location, Easy Access To 404/401, Dvp. Hair Salon And Convenience Store On The Ground Level! Convenient 2nd Floor Unit Close To The Stairs.Freshly Painted, One Underground Parking.**** EXTRAS **** S/S Fridge ,Stove, Dishwasher, Washer And Dryer, All Elf And Window Coverings Amenities Include Indoor Pool, Gym, Exercise Room, Basketball Court, Recreation Room, Squash & Tennis Court, Sauna, Car Wash,   Security Guard, Manicured Grounds. (27983426)","2","3",,"Apartment","Security/Concierge, Exercise Centre","#206 -5 OLD SHEPPARD AVE|Toronto, Ontario M2J4K3","-79.336843","43.7772653","M2J4K3","Pleasant View","$539,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Park, Public Transit, Schools","$1,643.19",,"https://cdn.realtor.ca/listing/TS637508890369900000/reb82/highres/9/c5127789_1.jpg"
"C5127040","Luxurious & Modern, The Station Condos, A 1+1 Open Concept Bright Unit With Designer Kitchen Included Built-In S/S Appliances, Quartz Countertop With Breakfast Bar, White Cabinets With Led Lights & Undermount Sink With Single Lever Faucet. High Quality Laminate Flooring Throughout, A Large Laundry Room With Stacked Washer/Dryer & Lots Of Space For Storage. Nickel Brushed Light Fixtures In Kitchen & Dining, Designer Shade In Living Rm, 100 Sq.Ft Balcony.**** EXTRAS **** 1 Premium Parking Spot & 1 Locker Included.Great Amenities; Rooftop Patio With Bbq, Urbana, Party Rm, Infinity Pool, Gym. Wilson Subway Station @ Your Door, Minutes To Union Station, Vaughan Mills Mall, Highway 401, Allen Rd, Yorkdale Mall. (27980781)","1","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre","#E217 -555 WILSON AVE|Toronto, Ontario M3H0C5","-79.448888","43.7341588","M3H0C5","Clanton Park","$575,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Park, Public Transit, Schools","$1,745.14",,"https://cdn.realtor.ca/listing/TS637498376033500000/reb82/highres/0/c5127040_1.jpg"
"W5126216","Fantastic Location! Freshly Painted 3 Good Size Bedrooms And 1.5 Washroom Condo. Master Bedroom Has A Walk-In Closet. Spacious Unit Ready For Your Personal Touch. There Is Two Separate Balconies One From Living Room And The Other One From One Of The Bedrooms, For You To Enjoy The View Of The Rustic Neighbourhood. Close To Parks And Recreational Trails, Shopping, Grocery, Hwy 401/400, And Ttc Transit At Your Doorstep.**** EXTRAS **** Fridge, Stove, Washer, Dryer, Bookselve And Desk. (27977542)","2","3",,"Apartment","Storage - Locker","#606 -1881 JANE ST|Toronto, Ontario M9N3S7","-79.5050078","43.7089991","M9N3S7","Rustic","$429,999 ","Single Family","1","Condominium/Strata",,,,"Baseboard heaters (Electric)",,,"$1,223.40",,"https://cdn.realtor.ca/listing/TS637497744336200000/reb82/highres/6/w5126216_1.jpg"
"W5124016","|| A Rare Find -Ground Floor  - No Stairs |  Spacious Renovated 2 Bdr With A Balcony - Eat -In Kitchen | Preferred East View |  | Laminate Flrs In Bdrms And Living Rm | | Ceramics In Hallway | Ensuite Laundry | Recreation Center With Full Facilities, Indoor, Outdoor Pools, Squash Courts, Gym & More | Steps To Shops Schools And Subway ||**** EXTRAS **** Existing Stove, Fridge, Washer, Dryer, Dishwasher,  Electric Lighting Fixtures (Working Condition But All As Is) (27969128)","1","2",,"Apartment","Sauna, Exercise Centre, Recreation Centre","##107 -1 FOUR WINDS DR|Toronto, Ontario M3J2T1","-79.4919359","43.7645868","M3J2T1","York University Heights","$529,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Oil)",,,"$1,284",,"https://cdn.realtor.ca/listing/TS637496701876430000/reb82/highres/6/w5124016_1.jpg"
"C5124244","Well Situated Across From The Crosstown Line5 & Don Mills Lrt Station, Minutes From Dvp, Ontario Science Centre, Aga Khan Museum, Cf Shops At Don Mills And A Real Canadian Superstore Across The Street. A Professionally Interior Designed Unit With No Expense Spared & No Details Overlooked! Wainscoting Walls & Pot Lights Throughout, Movable Kitchen Island, Matching Kitchen Backsplash, Power Roller Blinds With Remotes, Designer Paint, Too Many Upgrades To List!**** EXTRAS **** S/S Fridge, B/I S/S Oven, Glass Cooktop, Exhaust Fan, S/S Microwave, B/I S/S Dishwasher, Stacked Washer & Dryer, Power Roller Blinds With Remotes, Pot Lights Throughout. Large Locker. ** All Furniture & Accessories Negotiable ** (27969242)","2","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre","#N1505 -6 SONIC WAY|Toronto, Ontario M3C0P1","-79.3367406","43.7199758","M3C0P1","Flemingdon Park","$589,000 ","Single Family",,"Condominium/Strata",,,,"Forced air (Electric)",,"Public Transit, Schools","$0",,"https://cdn.realtor.ca/listing/TS637496699914130000/reb82/highres/4/c5124244_1.jpg"
"C5122382","Built In 2020. Live In The The Bennett On Bayview Condo. I Bedroom + 1 Spacious Den & 2 Bathrooms. Open Concept W/Functional Layout. Unobstructed View. Modern Kitchen. Surrounded By Amenities-Grocery Store, High Ranked Schools, Transit, Recreation Centre, Beautiful Biking/Hiking Paths, Parks.**** EXTRAS **** All Existing Elfs, Window Covering, S/S Fridge, S/S Stove, S/S Oven Stove, Microwave, Ss B/I Dishwasher. Washer And Dryer. One Parking Included. (27961815)","2","1 + 1",,"Apartment",,"#804 -3237 BAYVIEW AVE|Toronto, Ontario M2K2J7","-79.3926166","43.7899719","M2K2J7","Bayview Village","$569,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Public Transit, Schools","$3,736.80",,"https://cdn.realtor.ca/listing/TS637497129950300000/reb82/highres/2/c5122382_1.jpg"
"C5119769","The Most Prestigious Boutique Condo At Bayview / Sheppard. Minutes To 401 And Dvp. Steps To Bayview Village, Ymca, Loblaws, Restaurants, Shopping. 24 Hours Concierge, Rooftop Garden, One Plus Den ( Den Can Be Used As 2nd Bedroom). 9 Ft Ceiling, Engineering Hardwood Floors Through Out. Open Concept, Contemporary Finishes.**** EXTRAS **** Thousands Spent On Upgrades, Stainless Steel Fridge, B/I Cooktop, B/I Oven, B/I Microwave, B/I Dishwasher, Hood Fan, Washer And Dryer, Window Covering. (27950662)","1","1 + 1",,"Apartment",,"#117 -7 KENASTON GDNS|Toronto, Ontario M2K1G7","-79.3856891","43.7667484","M2K1G7","Bayview Village","$589,900 ","Single Family",,"Condominium/Strata",,,,"Forced air (Natural gas)",,,"$2,098.97",,"https://cdn.realtor.ca/listing/TS637512634869100000/reb82/highres/9/c5119769_1.jpg"
"W5118840","Welcome To Dream Residences At Yorkdale. This Rarely Offered Corner 1 Bedroom Plus Private Den With 1 Washroom Condo Features 9 Ft Ceilings, Upgraded Backsplash And Bathroom Tiles, And Modern Finishes.  Don't Miss This Opportunity To Live Across Canada's Shopping Destination - Yorkdale Mall, While Being Accessible To Ttc, Hwy 401, Go Transit, Restaurants, Shopping And The Downtown Lifestyle.**** EXTRAS **** S/S Applioances: Dishwasher, Stove, Microwave, Fridge. Washer/Dryer, Medicine Cabinet (27948068)","1","1 + 1",,"Apartment","Storage - Locker, Party Room","#709 -16 MCADAM AVE|Toronto, Ontario M6A0B9","-79.4571161","43.7229171","M6A0B9","Yorkdale-Glen Park","$560,900 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$2,150.84",,"https://cdn.realtor.ca/listing/TS637492330632770000/reb82/highres/0/w5118840_1.jpg"
"W5115448","Spacious And Bright Apt *Ensuite Laundry *Large Locker Room Included *Parquet And Ceramic Floors Throughout . ** Membership To Rec Facilities Included In Condo Fees-See Photos ** Walk To Ttc Subway,  York University,Walmart,Schools,Shopping *Close Proximity To All Amenities,Major Highways, Grocery Stores, School, Library And More**** EXTRAS **** Existing Light Fixtures (27933587)","1","2",,"Apartment","Storage - Locker, Sauna, Security/Concierge, Exercise Centre","#201 -25 FOUR WINDS DR|Toronto, Ontario M3J1K8","-79.4962766","43.7642145","M3J1K8","York University Heights","$478,000 ","Single Family","1","Condominium/Strata",,,,"Radiant heat (Natural gas)",,"Park, Public Transit, Schools","$1,143",,"https://cdn.realtor.ca/listing/TS637489728620470000/reb82/highres/8/w5115448_1.jpg"
"W5114978","Two Bedroom, Two Bathroom Condo Conveniently Located In Downsview. Walking Distance To Shopping, Ttc, And Just A Short Bus Ride To Wilson Subway Station. Close To Humber River Hospital, Downsview Park, Yorkdale Shopping Centre, York University, Highways 401/400 And More! (27931912)","2","2",,"Apartment","Storage - Locker","#912 -15 JAMES FINLAY WAY|Toronto, Ontario M3M0B3","-79.479265","43.7261587","M3M0B3","Downsview-Roding-CFB","$549,900 ","Single Family",,"Condominium/Strata",,,,"Forced air (Natural gas)",,,"$2,848.59",,"https://cdn.realtor.ca/listing/TS637488370723370000/reb82/highres/8/w5114978_1.jpg"
"W5114939","Two Bedroom, One Bathroom Condo In The Rustic Community. Excellent Location; Ttc At Your Doorstep, Close To Shopping, Parks, Recreational Trails, And Highways 400/401. (27931860)","1","2",,"Apartment","Storage - Locker","#301 -1881 JANE ST|Toronto, Ontario M9N3S7","-79.5050078","43.7089991","M9N3S7","Rustic","$449,900 ","Single Family",,"Condominium/Strata",,,,"Baseboard heaters (Natural gas)",,,"$1,133.44",,"https://cdn.realtor.ca/listing/TS637488370703570000/reb82/highres/9/w5114939_1.jpg"
